age,height_cm,weight_kg,nationality,club,wage_eur,player_positions,pace,shooting,passing,dribbling,defending,physic,average_skill,average_attacking,average_movement,average_power,average_mentality,average_defending,average_goalkeeping,short_name,long_name
30,176,64,Saudi Arabia,Al Ahli,20000,LM,90.0,65.0,63.0,73.0,30.0,70.0,67.6,58.6,84.6,71.8,57.666666666666664,29.333333333333332,9.0,S. Muwashar,Salman Muwashar
27,187,79,Austria,DSC Arminia Bielefeld,9000,"CDM, CM, CB",64.0,50.0,57.0,61.0,69.0,79.0,54.0,50.4,63.4,65.8,62.166666666666664,69.66666666666667,11.0,M. Prietl,Manuel Prietl
31,180,69,Spain,Cádiz CF,6000,"CDM, CM",68.0,60.0,66.0,66.0,66.0,73.0,65.4,59.6,67.8,73.4,64.5,64.66666666666667,10.8,José Mari,José María Martín Bejarano
27,185,82,Korea Republic,Al Hilal,18000,CB,67.0,26.0,46.0,60.0,68.0,76.0,44.6,41.2,57.4,55.0,52.666666666666664,68.33333333333333,12.8,Jang Hyeon Soo,장현수 张贤秀
27,176,70,Portugal,AEK Athens,1000,RB,84.0,49.0,63.0,70.0,65.0,68.0,66.2,55.4,77.2,65.8,61.333333333333336,66.0,9.6,Paulinho,Paulo Sérgio Mota
29,171,69,Bolivia,Bolivia,0,LM,74.0,60.0,67.0,68.0,56.0,53.0,61.8,56.8,74.0,59.6,58.166666666666664,58.666666666666664,11.0,R. Cardozo,Rudy Alejandro Cardozo Fernández
31,181,75,Germany,DSC Arminia Bielefeld,9000,"CDM, RB",63.0,52.0,68.0,61.0,68.0,73.0,69.6,56.4,64.0,71.6,59.5,66.66666666666667,10.4,T. Schütz,Tom Schütz
31,193,94,Germany,SG Dynamo Dresden,10000,"CDM, CB, CM",44.0,56.0,55.0,53.0,73.0,80.0,49.6,54.4,49.2,64.4,65.83333333333333,72.0,13.4,M. Hartmann,Marco Hartmann
27,181,78,Germany,SC Paderborn 07,14000,"ST, RM",78.0,68.0,61.0,67.0,61.0,76.0,60.2,62.6,72.8,74.6,63.0,61.333333333333336,11.0,B. Zolinski,Ben Zolinski
28,184,78,Germany,Norwich City,23000,"LB, LM",76.0,61.0,66.0,68.0,64.0,75.0,68.4,58.8,69.4,73.6,62.333333333333336,65.66666666666667,13.4,P. Heise,Philip Heise
28,171,63,Korea Republic,Gangwon FC,4000,"LW, RM, CM",75.0,65.0,67.0,73.0,51.0,59.0,69.0,60.6,75.8,64.4,58.166666666666664,50.333333333333336,11.8,Jung Seok Hwa,정석화 郑硕华
28,174,66,Spain,Málaga CF,6000,"RB, RWB",81.0,54.0,59.0,69.0,66.0,74.0,59.8,54.0,75.0,70.6,64.0,67.66666666666667,9.2,Cifu,Miguel Ángel Garrido Cifuentes
28,188,83,Korea Republic,Pohang Steelers,5000,"CM, CDM",51.0,60.0,65.0,62.0,63.0,80.0,54.0,59.8,59.4,74.2,63.166666666666664,62.333333333333336,12.0,Jeong Jae Yong,정재용 郑在勇
30,193,84,Brazil,Rio Ave FC,5000,CB,55.0,50.0,45.0,51.0,71.0,72.0,49.0,49.6,51.6,67.4,56.5,70.66666666666667,11.2,Aderllan Santos,Aderllan de Jesus Santos
28,189,81,Senegal,Damac FC,11000,"CDM, CB",62.0,51.0,58.0,62.0,68.0,84.0,57.0,53.6,61.2,75.6,63.5,67.0,9.8,B. Sarr,Babacar Sarr
30,180,73,Brazil,Al Shabab,16000,"RB, CM, RWB",79.0,66.0,67.0,69.0,62.0,75.0,63.0,62.4,74.0,69.0,68.5,63.0,8.8,Somália,Calmon Wergiton do Rosário
34,188,84,Colombia,Once Caldas,2000,CB,33.0,51.0,50.0,58.0,68.0,79.0,53.8,56.0,43.4,65.2,59.5,67.33333333333333,12.0,D. Peralta,Diego Arturo Peralta González
29,187,87,Colombia,Junior FC,3000,CB,48.0,26.0,39.0,37.0,69.0,80.0,33.4,41.0,45.8,53.8,51.666666666666664,67.66666666666667,11.4,G. Mera,Germán  Mera Cáceres
34,181,76,Colombia,Atlético Nacional,3000,GK,,,,,,,26.4,18.0,55.2,46.2,34.333333333333336,18.333333333333332,69.4,J. Cuadrado,José Fernando Cuadrado Romero
29,174,72,Chile,Universidad de Chile,7000,"CDM, CM",74.0,59.0,61.0,64.0,69.0,77.0,55.0,54.8,70.8,71.6,64.66666666666667,68.33333333333333,10.0,R. Caroca,Rafael Antonio Caroca Cordero
35,182,78,Chile,Unión La Calera,2000,CB,38.0,40.0,49.0,55.0,70.0,75.0,44.2,45.0,51.4,64.6,50.166666666666664,69.66666666666667,9.0,C. Vilches,Christian Alberto Vilches González
30,177,71,Colombia,Club Atlas,12000,"LM, RM",77.0,67.0,67.0,72.0,46.0,59.0,68.0,60.0,73.0,69.8,58.333333333333336,44.333333333333336,11.2,A. Andrade,Andrés Felipe Andrade Torres
27,183,69,Colombia,Unión Magdalena,1000,"LM, CAM",81.0,67.0,63.0,68.0,37.0,68.0,63.4,65.2,73.6,68.6,57.166666666666664,36.333333333333336,13.0,J. Blanco,Jean Carlos Blanco Becerra
28,172,68,Chile,Universidad de Chile,8000,"ST, RW",91.0,67.0,60.0,73.0,36.0,60.0,62.6,64.8,82.2,70.6,52.5,30.666666666666668,10.0,S. Ubilla,Sebastián Andrés Ubilla Cambón
33,169,60,Colombia,Independiente Santa Fe,2000,"RB, RM",88.0,50.0,63.0,71.0,65.0,52.0,59.6,54.4,84.4,61.4,59.0,65.66666666666667,7.8,C. Arboleda,Carlos Mario Arboleda Ampudia
33,187,88,Panama,Seattle Sounders FC,5000,CB,41.0,53.0,47.0,41.0,68.0,78.0,41.8,52.2,41.4,64.0,56.833333333333336,67.66666666666667,9.4,R. Torres,Román Aureliano Torres Morcillo
29,179,79,Colombia,Atlético Bucaramanga,1000,CDM,70.0,55.0,60.0,60.0,68.0,81.0,55.0,59.4,66.8,69.4,63.666666666666664,68.33333333333333,10.8,E. Blanco,Elkin Blanco Rivas
30,180,72,Colombia,Deportivo Cali,2000,RB,74.0,57.0,66.0,67.0,68.0,76.0,67.2,59.0,68.2,69.4,59.833333333333336,70.66666666666667,11.2,J. Angulo,Juan Camilo Angulo Villegas
31,171,68,Argentina,CD Everton de Viña del Mar,3000,"RW, LW, RM",92.0,59.0,61.0,73.0,27.0,56.0,60.2,59.0,80.2,58.6,54.5,23.0,10.6,M. Cerato,Maximiliano Iván Ceratto
28,184,80,Chile,Al Fayha,14000,ST,67.0,71.0,63.0,68.0,25.0,68.0,61.2,65.2,66.4,67.6,56.166666666666664,18.666666666666668,11.0,R. Fernández,Ronnie Alan Fernández Sáez
27,176,69,Chile,Coquimbo Unido,3000,"RW, RM",91.0,60.0,62.0,71.0,34.0,60.0,60.4,52.8,82.0,62.6,52.333333333333336,38.0,10.6,R. Farfán,Ruben Ignacio Farfan Arancibia
29,187,79,Colombia,New England Revolution,6000,ST,67.0,67.0,56.0,62.0,33.0,70.0,51.0,63.6,61.8,69.8,55.333333333333336,29.0,12.4,J. Caicedo,Juan Caicedo
32,190,88,Argentina,Patronato,7000,GK,,,,,,,13.6,14.4,45.4,44.4,27.0,17.666666666666668,68.0,M. Ibáñez,Matías Ibáñez
29,176,74,Argentina,Club Necaxa,8000,"CB, RB",61.0,32.0,53.0,61.0,71.0,68.0,48.8,50.2,65.6,61.6,50.333333333333336,70.66666666666667,10.8,F. Meza,Fernando Meza
33,181,80,Argentina,Unión La Calera,2000,CB,57.0,35.0,49.0,60.0,69.0,71.0,47.2,48.2,60.4,59.8,53.166666666666664,69.33333333333333,10.4,P. Alvarado,Pablo Alvarado
34,170,68,Argentina,Club Atlético Huracán,9000,"CDM, CM",64.0,67.0,69.0,69.0,64.0,67.0,71.2,56.8,70.6,70.0,63.5,67.33333333333333,9.8,M. Bogado,Mauro Bogado
29,176,76,Argentina,Cerezo Osaka,5000,"CDM, CM",69.0,52.0,65.0,67.0,66.0,75.0,63.8,56.2,70.2,70.0,62.0,66.33333333333333,7.8,L. Desábato,Leandro Desábato
33,177,69,Uruguay,Club Tijuana,12000,"RM, LM, CM",72.0,70.0,66.0,72.0,57.0,69.0,67.8,62.6,72.8,68.2,67.33333333333333,53.333333333333336,10.2,W. Camacho,Washington Camacho
31,179,75,Argentina,Defensa y Justicia,8000,"CM, CDM",72.0,61.0,67.0,70.0,64.0,81.0,66.8,60.8,71.0,74.8,63.666666666666664,65.66666666666667,11.4,F. Cerro,Francisco Cerro
32,184,85,Argentina,Club Atlético Banfield,8000,CB,32.0,31.0,41.0,46.0,70.0,67.0,36.6,43.6,43.2,53.0,56.166666666666664,71.0,9.8,L. Lollo,Luciano Lollo
32,180,76,Uruguay,Cruz Azul,15000,"ST, RM",65.0,70.0,61.0,70.0,37.0,70.0,67.6,65.6,66.0,72.4,63.0,32.0,9.2,M. Cauteruccio,Martín Cauteruccio
28,179,75,Denmark,FC Midtjylland,12000,"LWB, LM",77.0,64.0,64.0,67.0,66.0,80.0,62.8,66.8,74.2,72.6,66.66666666666667,66.66666666666667,9.2,M. Dal Hende,Marc Dal Hende
29,180,75,Italy,Parma,21000,"LB, CB",74.0,50.0,50.0,61.0,69.0,72.0,43.4,53.8,73.0,71.6,51.5,70.66666666666667,10.0,R. Gagliolo,Riccardo Gagliolo
27,179,76,Mexico,U.N.A.M.,13000,ST,73.0,67.0,62.0,69.0,33.0,71.0,62.6,65.4,70.0,71.4,58.333333333333336,28.333333333333332,8.2,M. Barragán,Martín Barragán Negrete
32,175,70,Colombia,Alianza Petrolera,2000,"CDM, LB",68.0,49.0,68.0,67.0,66.0,70.0,69.8,50.6,71.0,70.4,69.0,67.0,11.4,J. Domínguez,Juan Guillermo Domínguez Cabezas
31,176,70,Brazil,Dinamo Bucureşti,6000,RB,79.0,42.0,60.0,70.0,66.0,74.0,55.2,51.6,79.6,66.6,59.833333333333336,67.66666666666667,11.0,Gabriel,Gabriel Rodrigues de Moura
28,193,84,Nigeria,FC Cincinnati,6000,ST,66.0,64.0,42.0,67.0,27.0,79.0,48.6,54.4,62.2,64.2,59.333333333333336,21.666666666666668,12.4,F. Adi,Fanendo Adi
28,168,60,Colombia,América de Cali,2000,"CAM, CM",76.0,64.0,68.0,72.0,50.0,45.0,67.4,58.8,78.6,62.2,58.833333333333336,48.666666666666664,10.8,Y. Cabrera,Yesus Segundo Cabrera Ramírez
33,176,84,Brazil,FC Viitorul,7000,"RW, CAM",73.0,70.0,69.0,69.0,40.0,68.0,69.2,66.0,67.4,68.8,62.333333333333336,35.333333333333336,12.8,Eric,Eric de Oliveira Pereira
28,186,77,Bulgaria,Kasimpaşa SK,8000,RB,72.0,61.0,64.0,63.0,70.0,69.0,65.6,63.4,64.6,68.8,58.166666666666664,70.33333333333333,11.2,S. Popov,Strahil Venkov Popov
27,190,76,Brazil,Sanfrecce Hiroshima,8000,ST,67.0,68.0,53.0,65.0,32.0,76.0,53.6,62.6,59.4,72.4,57.833333333333336,29.333333333333332,10.8,Leandro Pereira,Leandro Marcos Pereira
28,173,72,Japan,Vissel Kobe,5000,"CM, CDM",75.0,51.0,65.0,71.0,65.0,72.0,61.4,54.4,77.4,68.8,62.5,65.33333333333333,10.0,H. Yamaguchi,山口 蛍
29,169,68,Japan,Kawasaki Frontale,6000,"RM, LM",81.0,65.0,64.0,75.0,22.0,52.0,67.0,59.0,76.4,59.0,51.5,21.0,9.8,M. Saito,齋藤 学
29,177,68,Japan,Cerezo Osaka,6000,"ST, CF, LM",83.0,67.0,61.0,71.0,25.0,61.0,57.6,61.8,76.8,71.0,49.333333333333336,21.333333333333332,9.4,Y. Kakitani,柿谷 曜一朗
28,174,75,Ecuador,New England Revolution,5000,"LM, RM",79.0,66.0,64.0,71.0,28.0,62.0,65.8,62.6,74.4,67.6,56.5,24.0,11.6,C. Penilla,Cristian Penilla
30,186,76,Turkey,Sivasspor,8000,"CDM, CAM",63.0,65.0,67.0,70.0,66.0,74.0,66.2,62.2,63.6,73.0,65.33333333333333,66.33333333333333,12.4,H. Arslan,Hakan Arslan
28,178,71,Portugal,Santa Clara,4000,"LW, ST",77.0,70.0,66.0,70.0,32.0,62.0,66.6,64.8,72.2,67.6,60.0,24.333333333333332,11.8,Zé Manuel,José Manuel da Silva Oliveira
32,180,78,Argentina,Monarcas Morelia,6000,CB,53.0,39.0,43.0,46.0,70.0,70.0,39.6,45.8,54.0,58.0,47.333333333333336,70.66666666666667,10.2,E. Loeschbor,Emanuel Loeschbor
29,188,84,Portugal,Santa Clara,4000,CB,43.0,31.0,46.0,51.0,69.0,74.0,42.8,46.2,47.0,54.6,50.666666666666664,70.0,10.4,João Afonso,João Ricardo da Silva Afonso
27,188,78,Morocco,Alanyaspor,9000,"RM, ST, LM",66.0,71.0,68.0,70.0,46.0,73.0,68.2,69.8,63.2,72.4,65.66666666666667,42.333333333333336,10.6,Y. Bammou,Yacine Bammou
30,179,60,Argentina,Universidad de Chile,8000,"ST, LW",82.0,68.0,49.0,65.0,24.0,69.0,55.4,57.4,73.4,73.2,48.666666666666664,18.666666666666668,11.0,M. Riquelme,Marcos Daniel Riquelme
26,177,76,Italy,Frosinone,3000,"CM, CDM",60.0,55.0,64.0,70.0,66.0,65.0,59.6,53.0,68.0,61.6,63.833333333333336,66.66666666666667,11.0,M. Gori,Mirko Gori
31,177,77,Colombia,Junior FC,2000,"CDM, CAM",69.0,63.0,69.0,69.0,65.0,73.0,66.4,62.2,69.4,70.4,67.83333333333333,65.66666666666667,10.4,J. Sánchez,James Amilkar Sánchez Altamiranda
29,183,82,China PR,Shanghai SIPG FC,9000,"CDM, CM",55.0,50.0,55.0,64.0,67.0,82.0,54.6,51.6,62.6,65.8,57.833333333333336,66.0,8.2,Cai Huikang,蔡慧康
35,191,88,Brazil,Famalicão,3000,GK,,,,,,,17.0,16.2,40.0,44.4,32.0,14.333333333333334,69.4,Rafael Defendi,Rafael  Garcia Tonioli Defendi
29,180,79,Brazil,Jagiellonia Białystok,6000,"LB, LM",80.0,36.0,68.0,70.0,64.0,75.0,65.8,49.8,76.2,63.8,59.166666666666664,66.0,8.4,Guilherme Sityá,Guilherme Haubert Sityá
31,170,74,Argentina,U.N.A.M.,12000,"LM, CDM",72.0,65.0,71.0,72.0,62.0,65.0,75.2,59.4,73.0,71.2,64.33333333333333,63.333333333333336,12.4,V. Malcorra,Víctor Ignacio Malcorra
28,183,74,Brazil,Jeonbuk Hyundai Motors,7000,"LM, RM, CM",74.0,73.0,66.0,70.0,38.0,70.0,66.4,65.8,70.6,70.8,62.333333333333336,34.0,10.4,Ricardo Lopes,Ricardo Lopes Pereira
28,176,73,Egypt,Egypt,0,"LB, LM, CB",74.0,66.0,68.0,70.0,67.0,64.0,66.2,66.2,70.6,61.6,66.0,68.33333333333333,12.0,A. Ashraf,Ayman Ashraf
31,184,83,Venezuela,Junior FC,3000,ST,64.0,72.0,52.0,62.0,27.0,77.0,49.8,60.8,60.8,73.6,58.5,18.333333333333332,11.2,E. Farias,Edder Farias
29,177,74,France,Clermont Foot 63,5000,"CAM, LM",70.0,68.0,73.0,68.0,51.0,70.0,70.2,69.4,71.4,72.6,67.66666666666667,48.666666666666664,12.0,J. Berthomier,Jason Berthomier
29,193,86,Algeria,Abha Club,11000,CB,50.0,26.0,54.0,53.0,68.0,76.0,45.8,41.4,50.6,58.0,55.166666666666664,69.0,10.6,M. Tahrat,Mehdi Jean Tahrat
29,183,76,Italy,Spezia,3000,CM,77.0,65.0,69.0,70.0,60.0,69.0,69.6,65.0,70.2,69.0,61.333333333333336,59.333333333333336,11.6,P. Bartolomei,Paolo Bartolomei
28,193,89,Russia,SV Sandhausen,4000,CB,50.0,30.0,45.0,41.0,70.0,79.0,38.0,43.6,46.8,57.0,53.0,68.0,10.2,A. Zhirov,Aleksandr Zhirov
27,167,72,Colombia,Jaguares de Córdoba,1000,"RM, LM",93.0,61.0,61.0,71.0,28.0,59.0,52.6,56.6,82.6,64.6,54.0,27.0,9.0,P. Rojas,Pablo José Rojas Cardales
29,187,80,Portugal,FC Paços de Ferreira,6000,CB,50.0,34.0,50.0,52.0,70.0,76.0,45.0,42.8,51.6,63.4,54.666666666666664,68.66666666666667,13.0,Marco Baixinho,Marco João Costa Baixinho
29,182,83,Saudi Arabia,Al Hilal,19000,"CB, LB",66.0,28.0,37.0,43.0,69.0,76.0,33.4,40.0,62.4,59.2,51.166666666666664,69.0,11.2,A. Al Bulayhi,Ali Al Bulayhi
35,182,77,Brazil,Ceará Sporting Club,4000,GK,,,,,,,15.2,11.2,43.4,44.4,34.5,14.666666666666666,67.4,Victor Fachinhas,Martin Victor Álvares Fachini
35,176,78,Brazil,Ceará Sporting Club,5000,"CDM, CM",50.0,57.0,66.0,68.0,71.0,69.0,71.0,55.6,56.4,70.8,64.66666666666667,70.33333333333333,12.6,Breno Bemposta,Breno Evandro Bemposta Dimas
35,189,84,Brazil,Cruzeiro,10000,"CDM, CB",56.0,44.0,64.0,55.0,66.0,71.0,55.0,56.2,54.8,57.2,63.5,61.0,11.0,Marlinito Dias,Marlon Rômulo Dias Cavalcanti
35,178,77,Brazil,Avaí FC,6000,LB,70.0,54.0,60.0,60.0,67.0,70.0,58.0,59.2,67.6,65.4,61.166666666666664,71.0,10.8,Edsinho Torres,Edson Gérson Torres Guerra
27,175,69,Brazil,Santos,17000,LB,81.0,44.0,60.0,71.0,65.0,65.0,59.4,52.0,75.6,62.2,58.166666666666664,67.0,9.4,Flávio Rebeilo,Flávio Raphael Rebeilo Mestres
35,185,81,Brazil,Internacional,9000,"RB, RWB",78.0,44.0,68.0,58.0,68.0,76.0,55.6,58.4,67.4,60.8,61.666666666666664,69.0,12.2,Daguinho Parrela,Dagoberto Josué Pinho Parrela
27,179,74,Brazil,Cruzeiro,14000,"RB, RM",72.0,52.0,66.0,66.0,69.0,63.0,54.6,62.8,70.8,60.0,61.5,70.66666666666667,9.8,Bernardo Motinho,Bernardo Joshua Mota Damasco
27,182,84,Brazil,Ceará Sporting Club,7000,CB,72.0,49.0,57.0,57.0,68.0,71.0,52.2,53.6,71.0,66.0,64.0,66.0,8.4,Milton Menceiros,Milton Boas Menceiros Cunha
27,188,88,Brazil,Internacional,13000,CB,46.0,43.0,43.0,48.0,70.0,70.0,47.0,48.0,48.8,55.2,53.0,69.33333333333333,9.8,Eltson Marques,Elton Matheus Marques Paiva
31,186,82,Brazil,Chapecoense,9000,"CB, RB",53.0,29.0,47.0,39.0,70.0,72.0,40.0,41.2,59.6,56.6,54.5,69.66666666666667,14.8,Barbosaldinho,Luciano Renato Barbosa Baumer
31,188,85,Brazil,Fortaleza,7000,CB,62.0,52.0,53.0,48.0,71.0,69.0,50.4,52.8,60.2,64.2,52.5,70.66666666666667,9.6,Lourival Dinisco,Lourival Adnan Diniz Prazeres
31,184,82,Brazil,Fortaleza,7000,"CDM, CM, RM",63.0,54.0,65.0,62.0,70.0,72.0,56.6,58.4,62.4,64.4,66.33333333333333,69.66666666666667,9.2,Ansel Barnisco,Anselmo Túlio Marques Barni
27,183,74,Brazil,Santos,19000,CAM,53.0,61.0,71.0,71.0,36.0,50.0,69.6,62.8,60.2,52.2,66.16666666666667,33.666666666666664,11.4,Alam Basteirinho,Marcos Alam Bastos Domingues
35,180,74,Brazil,Botafogo,9000,"CAM, LM",73.0,60.0,68.0,71.0,42.0,51.0,64.4,67.4,71.8,52.2,60.333333333333336,39.666666666666664,8.4,Renaldo Justinho,Renaldo Lorenzo Justinho Neves
31,175,70,Brazil,Bahia,8000,"CAM, CM",82.0,60.0,67.0,76.0,32.0,53.0,67.0,63.2,79.0,56.2,53.0,29.666666666666668,10.4,Macarinho Louro,Macario André Louro Padilha
31,184,78,Brazil,Grêmio,17000,"RW, CAM",57.0,62.0,68.0,75.0,36.0,52.0,63.6,66.2,63.6,55.2,58.333333333333336,36.333333333333336,10.0,Raphael Paneira,Raphael William Paneira Rochedo
31,181,71,Brazil,Avaí FC,10000,"CAM, ST",72.0,65.0,65.0,75.0,25.0,58.0,60.8,66.4,74.6,63.0,56.5,19.0,9.2,Diogildo Peixe,Diogo Nathan Peixe Barreto
31,180,75,Brazil,Cruzeiro,17000,"ST, CF",64.0,66.0,54.0,70.0,31.0,61.0,63.4,61.6,65.0,66.4,53.5,26.333333333333332,9.6,Sevinho Santos,Severino Pedro Santos Hermes
27,177,70,Colombia,Independiente Medellín,3000,"ST, RM",78.0,71.0,58.0,70.0,34.0,62.0,53.6,64.4,74.4,68.4,57.666666666666664,26.0,10.8,L. Castro,Leonardo Fabio Castro Loaiza
31,182,82,Argentina,Club Atlético Huracán,9000,RB,62.0,49.0,56.0,63.0,70.0,75.0,53.6,54.2,62.2,72.8,54.166666666666664,66.0,11.2,N. Romat,Nicolás Romat
34,176,65,Japan,Sanfrecce Hiroshima,7000,"CAM, CF, RM",64.0,68.0,71.0,69.0,44.0,61.0,69.4,66.8,67.4,67.6,56.666666666666664,41.0,9.4,K. Shibasaki,柴崎 晃誠
31,173,72,Japan,Kashima Antlers,5000,"RB, CM, CDM",45.0,57.0,70.0,69.0,72.0,73.0,69.0,57.0,61.0,68.0,67.83333333333333,72.66666666666667,8.6,R. Nagaki,永木 亮太
27,176,74,Brazil,Ceará Sporting Club,7000,RB,78.0,42.0,54.0,59.0,67.0,81.0,49.6,51.2,79.4,69.0,57.166666666666664,71.33333333333333,10.2,Jony Reitosa,Jony Allison Reitosa Ribeiro
31,179,76,Brazil,Internacional,11000,GK,,,,,,,10.2,9.8,62.4,44.8,30.333333333333332,9.333333333333334,68.8,Jairo Farnias,Jairo Ralph Farnias Almeida
31,178,75,Brazil,CSA - AL,8000,CAM,64.0,60.0,70.0,69.0,37.0,61.0,68.4,62.2,66.4,62.6,60.333333333333336,34.0,11.2,Allan Ardaújo,Allan Norberto Ardaújo Alves
28,170,64,Brazil,Al Fayha,11000,"CDM, CM",68.0,51.0,59.0,71.0,73.0,60.0,58.6,56.2,74.6,61.8,60.5,75.0,10.6,Assis,Rafael Henrique Assis Cardoso
27,170,64,Italy,Cittadella,2000,LB,82.0,50.0,60.0,67.0,68.0,65.0,58.6,56.8,79.0,60.8,56.5,69.66666666666667,11.8,A. Benedetti,Amedeo Benedetti
32,181,69,France,RC Strasbourg Alsace,14000,"CDM, CM",49.0,58.0,56.0,60.0,73.0,69.0,54.4,52.2,57.6,72.2,56.666666666666664,72.33333333333333,9.4,J. Grimm,Jérémy Grimm
29,180,71,Italy,US Cremonese,3000,"CM, CDM",65.0,68.0,68.0,68.0,69.0,78.0,66.8,65.8,69.0,77.2,64.66666666666667,68.66666666666667,8.8,M. Castagnetti,Michele Castagnetti
32,185,84,Guinea,AS Nancy Lorraine,4000,CB,56.0,31.0,48.0,53.0,68.0,80.0,38.6,49.2,57.2,63.4,49.333333333333336,66.33333333333333,12.2,E. Seka,Ernest Seka
27,177,73,Brazil,Botafogo,11000,RB,74.0,44.0,63.0,67.0,66.0,68.0,60.6,52.2,71.2,59.8,62.833333333333336,67.0,13.2,Vinicius Trieiro,Vinicius Lúcio Trieiro Lobato
27,171,65,Brazil,Atlético Mineiro,16000,RB,83.0,38.0,58.0,69.0,67.0,58.0,56.8,49.0,79.0,56.0,54.833333333333336,67.0,12.2,Jailson Oliva,Jailson Pietro Oliva Chiamulera
27,181,78,Brazil,Internacional,13000,CDM,69.0,56.0,71.0,60.0,68.0,66.0,66.0,60.6,62.2,62.8,58.5,67.0,13.0,Luan Sendeiro,Luan Vágner Sendeiro Zanon
31,184,81,Brazil,Chapecoense,10000,CAM,71.0,59.0,65.0,70.0,42.0,69.0,61.4,59.6,73.4,67.0,62.666666666666664,40.333333333333336,10.0,Nilson Padilho,Nilson Leôncio Padilho Borges
28,188,85,United States,Houston Dynamo,6000,ST,62.0,69.0,50.0,68.0,30.0,74.0,55.0,57.8,62.6,71.4,60.666666666666664,24.333333333333332,10.4,C. Ramirez,Christian Ramirez
29,183,81,Jamaica,MKE Ankaragücü,14000,ST,84.0,64.0,43.0,66.0,36.0,72.0,46.4,55.0,75.2,67.2,53.5,36.333333333333336,7.2,D. Orgill,Dever Orgill
29,185,79,France,SpVgg Greuther Fürth,7000,"ST, CF",77.0,70.0,49.0,63.0,35.0,84.0,53.0,61.8,70.2,78.8,55.5,32.333333333333336,11.6,D. Keita-Ruel,Daniel Keita-Ruel
23,182,69,Mexico,Tigres U.A.N.L.,26000,CB,74.0,36.0,53.0,61.0,69.0,70.0,50.4,51.6,69.0,59.0,54.0,69.33333333333333,7.6,E. Tercero,Eduardo Tercero
29,185,83,Greece,Deportivo de La Coruña,6000,CB,68.0,42.0,54.0,53.0,71.0,73.0,48.4,50.8,64.2,64.6,53.166666666666664,71.33333333333333,7.6,V. Lampropoulos,Vassilios Lampropoulos
27,168,69,Morocco,Al Raed,12000,"RM, CAM",83.0,59.0,66.0,73.0,26.0,60.0,69.0,54.6,76.2,58.4,53.5,24.0,11.0,M. Fouzair,Mohamed Fouzair
27,185,77,Croatia,Cagliari,17000,"CM, CDM",61.0,53.0,69.0,66.0,68.0,65.0,62.4,61.0,62.4,64.8,58.666666666666664,70.66666666666667,9.0,F. Bradarić,Filip Bradarić
28,178,76,Colombia,Deportes Tolima,3000,ST,78.0,67.0,45.0,67.0,29.0,67.0,51.6,57.6,74.0,66.0,56.666666666666664,24.0,11.2,D. Valdés,Diego Valdes Giraldo
28,193,80,Ukraine,KAA Gent,11000,CB,34.0,32.0,48.0,39.0,71.0,70.0,39.2,42.8,39.8,53.6,54.0,69.33333333333333,10.0,I. Plastun,Igor Plastun
27,184,85,Uruguay,Extremadura UD,4000,"CDM, CM",55.0,58.0,60.0,65.0,66.0,79.0,58.8,54.8,56.8,72.6,67.5,66.0,10.4,G. Zarfino,Giovanni Zarfino
32,193,90,Algeria,Al Hazem,6000,GK,,,,,,,21.2,16.8,46.6,36.0,23.833333333333332,11.666666666666666,67.8,M. Asselah,Malik Asselah
27,178,72,Spain,UD Almería,5000,RM,83.0,60.0,66.0,70.0,36.0,57.0,64.0,58.4,75.6,61.4,50.666666666666664,37.666666666666664,10.6,Corpas,José Corpas Serna
29,168,69,Romania,FC Botoşani,8000,"LW, RW",80.0,64.0,64.0,75.0,25.0,63.0,65.8,60.0,79.6,65.0,54.833333333333336,20.666666666666668,10.2,C. Golofca,Cătălin Golofca
30,175,70,Argentina,Arsenal de Sarandí,6000,"CM, RM",73.0,58.0,68.0,74.0,57.0,79.0,69.2,56.4,75.0,72.8,63.333333333333336,58.0,10.6,J. Soraire,Jesús Soraire
33,174,71,Ecuador,Ecuador,0,"LM, CM",68.0,66.0,69.0,71.0,52.0,57.0,69.8,64.6,70.4,68.8,61.0,49.333333333333336,14.2,E. Sancero,Enrique Sancero
19,168,64,Argentina,Club Atlético Banfield,4000,"LM, CM",88.0,59.0,59.0,73.0,36.0,52.0,58.6,57.4,78.8,57.0,50.0,35.666666666666664,10.2,A. Urzi,Agustín Urzi
19,170,66,United States,FC Dallas,2000,"CAM, CM, RM",74.0,58.0,68.0,68.0,54.0,63.0,66.4,57.2,75.4,64.2,59.333333333333336,59.333333333333336,9.2,P. Pomykal,Paxton Pomykal
20,178,72,France,Montpellier HSC,9000,"CB, LWB",76.0,36.0,61.0,63.0,69.0,71.0,57.8,50.6,68.0,59.8,59.0,69.66666666666667,10.2,N. Cozza,Nicolas Cozza
19,182,76,Argentina,Boca Juniors,6000,"CM, CDM",65.0,57.0,67.0,69.0,59.0,61.0,67.4,55.0,66.0,58.8,57.666666666666664,62.666666666666664,10.4,A. Almendra,Agustín Almendra
20,183,77,Gambia,Atalanta,18000,ST,81.0,66.0,48.0,69.0,31.0,58.0,52.8,58.0,71.0,60.0,50.0,27.0,10.8,M. Barrow,Musa Barrow
